Nodo: 309277975, Data: {'y': 4.0605508, 'x': -73.4289254, 'street_count': 3}
Nodo: 1135732567, Data: {'y': 4.1153705, 'x': -73.5996566, 'street_count': 3}
Nodo: 1135732570, Data: {'y': 4.1196227, 'x': -73.6246028, 'street_count': 3}
Nodo: 1135732571, Data: {'y': 4.1440948, 'x': -73.6103975, 'street_count': 3}
Nodo: 1135732574, Data: {'y': 4.149099, 'x': -73.6161312, 'street_count': 3}
Nodo: 1135732576, Data: {'y': 4.1392564, 'x': -73.5825987, 'street_count': 3}
Nodo: 1135732577, Data: {'y': 4.1380485, 'x': -73.6124006, 'street_count': 3}
Nodo: 1135732578, Data: {'y': 4.162496, 'x': -73.6518505, 'street_count': 3}
Nodo: 1135732579, Data: {'y': 4.1274397, 'x': -73.6278896, 'street_count': 4}
Nodo: 1135732582, Data: {'y': 4.1091196, 'x': -73.6524845, 'street_count': 3}
Nodo: 1135732589, Data: {'y': 4.1351004, 'x': -73.6374882, 'street_count': 3}
Nodo: 1135732592, Data: {'y': 4.161955, 'x': -73.6541042, 'street_count': 3}
Nodo: 1135732593, Data: {'y': 4.1246278, 'x': -73.6294444, 'street_count': 3}
Nodo: 1135732597, Data: {'y': 4.1511536, 'x': -73.6178358, 'street_count': 4}
Nodo: 1135732598, Data: {'y': 4.1577542, 'x': -73.6385364, 'street_count': 3}
Nodo: 1135732600, Data: {'y': 4.14571, 'x': -73.582756, 'street_count': 3}
Nodo: 1135732604, Data: {'y': 4.134827, 'x': -73.639328, 'street_count': 3}
Nodo: 1135732606, Data: {'y': 4.1368866, 'x': -73.6188739, 'street_count': 4}
Nodo: 1135732611, Data: {'y': 4.0992741, 'x': -73.6485765, 'street_count': 3}
Nodo: 1135732612, Data: {'y': 4.151138, 'x': -73.626585, 'street_count': 4}
Nodo: 1135732615, Data: {'y': 4.1482824, 'x': -73.637911, 'street_count': 4}
Nodo: 1135732618, Data: {'y': 4.1269628, 'x': -73.6143941, 'street_count': 3}
Nodo: 1135732619, Data: {'y': 4.1235194, 'x': -73.6414106, 'street_count': 3}
Nodo: 1135732620, Data: {'y': 4.1330912, 'x': -73.6158164, 'street_count': 3}
Nodo: 1135732624, Data: {'y': 4.1072898, 'x': -73.6517259, 'street_count': 3}
Nodo: 1135732625, Data: {'y': 4.1331038, 'x': -73.6272098, 'street_count': 3}
Nodo: 1135732626, Data: {'y': 4.1496903, 'x': -73.6150034, 'street_count': 3}
Nodo: 1135732629, Data: {'y': 4.1341693, 'x': -73.5875053, 'street_count': 4}
Nodo: 1135732631, Data: {'y': 4.1377042, 'x': -73.6500632, 'street_count': 3}
Nodo: 1135732635, Data: {'y': 4.1182148, 'x': -73.5998154, 'street_count': 3}
Nodo: 1135732636, Data: {'y': 4.1478029, 'x': -73.6239658, 'street_count': 4}
Nodo: 1135732637, Data: {'y': 4.157284, 'x': -73.632755, 'street_count': 4}
Nodo: 1135732639, Data: {'y': 4.1435733, 'x': -73.6145004, 'street_count': 4}
Nodo: 1135732642, Data: {'y': 4.1513943, 'x': -73.6021583, 'street_count': 3}
Nodo: 1135732645, Data: {'y': 4.1392718, 'x': -73.6154652, 'street_count': 3}
Nodo: 1135732652, Data: {'y': 4.1569734, 'x': -73.6604776, 'street_count': 3}
Nodo: 1135732655, Data: {'y': 4.1495712, 'x': -73.609769, 'street_count': 3}
Nodo: 1135732657, Data: {'y': 4.1279541, 'x': -73.5890537, 'street_count': 1}
Nodo: 1135732662, Data: {'y': 4.1087308, 'x': -73.6604191, 'street_count': 1}
Nodo: 1135732663, Data: {'y': 4.1365948, 'x': -73.6233772, 'street_count': 3}
Nodo: 1135732664, Data: {'y': 4.1533724, 'x': -73.6199382, 'street_count': 4}
Nodo: 1135732667, Data: {'y': 4.1395417, 'x': -73.5879888, 'street_count': 3}
Nodo: 1135732671, Data: {'y': 4.1311417, 'x': -73.6097635, 'street_count': 3}
Nodo: 1135732672, Data: {'y': 4.1586296, 'x': -73.636376, 'street_count': 3}
Nodo: 1135732673, Data: {'y': 4.1524814, 'x': -73.6334927, 'street_count': 3}
Nodo: 1135732675, Data: {'y': 4.1221927, 'x': -73.6249801, 'street_count': 4}
Nodo: 1135732676, Data: {'y': 4.1463122, 'x': -73.617501, 'street_count': 3}
Nodo: 1135732678, Data: {'y': 4.1525141, 'x': -73.6147498, 'street_count': 3}
Nodo: 1135732679, Data: {'y': 4.1285498, 'x': -73.6222052, 'street_count': 3}
Nodo: 1135732683, Data: {'y': 4.1364947, 'x': -73.6552222, 'street_count': 1}
Nodo: 1135732684, Data: {'y': 4.128495, 'x': -73.618633, 'street_count': 3}
Nodo: 1135732687, Data: {'y': 4.1156722, 'x': -73.5884594, 'street_count': 4}
Nodo: 1135732688, Data: {'y': 4.1444928, 'x': -73.6229613, 'street_count': 3}
Nodo: 1135732690, Data: {'y': 4.1189684, 'x': -73.6298122, 'street_count': 3}
Nodo: 1135732691, Data: {'y': 4.1372476, 'x': -73.6325757, 'street_count': 3}
Nodo: 1135732692, Data: {'y': 4.1095609, 'x': -73.6633294, 'street_count': 4}
Nodo: 1135732693, Data: {'y': 4.1466084, 'x': -73.6140812, 'street_count': 4}
Nodo: 1135732697, Data: {'y': 4.137906, 'x': -73.612412, 'street_count': 3}
Nodo: 1135732702, Data: {'y': 4.1054004, 'x': -73.6445753, 'street_count': 4}
Nodo: 1135732704, Data: {'y': 4.1468044, 'x': -73.627312, 'street_count': 4}
Nodo: 1135732708, Data: {'y': 4.1486964, 'x': -73.6062916, 'street_count': 3}
Nodo: 1135732709, Data: {'y': 4.1384221, 'x': -73.6415273, 'street_count': 3}
Nodo: 1135732710, Data: {'y': 4.122843, 'x': -73.649009, 'street_count': 3}
Nodo: 1135732711, Data: {'y': 4.1408071, 'x': -73.6144491, 'street_count': 4}
Nodo: 1135732712, Data: {'y': 4.1588821, 'x': -73.6559433, 'street_count': 3}
Nodo: 1135732713, Data: {'y': 4.1320359, 'x': -73.6323934, 'street_count': 4}
Nodo: 1135732715, Data: {'y': 4.1357922, 'x': -73.6278903, 'street_count': 3}
Nodo: 1135732720, Data: {'y': 4.1516926, 'x': -73.6008775, 'street_count': 3}
Nodo: 1135732723, Data: {'y': 4.1295011, 'x': -73.5917513, 'street_count': 4}
Nodo: 1135732730, Data: {'y': 4.1526166, 'x': -73.6213817, 'street_count': 4}
Nodo: 1135732732, Data: {'y': 4.1295938, 'x': -73.6371273, 'street_count': 3}
Nodo: 1135732736, Data: {'y': 4.125837, 'x': -73.613753, 'street_count': 3}
Nodo: 1135732739, Data: {'y': 4.1303184, 'x': -73.6130332, 'street_count': 4}
Nodo: 1135732740, Data: {'y': 4.1236103, 'x': -73.6360036, 'street_count': 3}
Nodo: 1135732743, Data: {'y': 4.1100792, 'x': -73.6485795, 'street_count': 1}
Nodo: 1135732750, Data: {'y': 4.1270978, 'x': -73.6169972, 'street_count': 3}
Nodo: 1135732752, Data: {'y': 4.133216, 'x': -73.6203272, 'street_count': 4}
Nodo: 1135732753, Data: {'y': 4.1188655, 'x': -73.596884, 'street_count': 3}
Nodo: 1135732755, Data: {'y': 4.119895, 'x': -73.6269193, 'street_count': 3}
Nodo: 1135732756, Data: {'y': 4.1461595, 'x': -73.6357176, 'street_count': 4}
Nodo: 1135732757, Data: {'y': 4.1450542, 'x': -73.6094499, 'street_count': 3}
Nodo: 1135732758, Data: {'y': 4.1039779, 'x': -73.6608518, 'street_count': 3}
Nodo: 1135732759, Data: {'y': 4.1513347, 'x': -73.6160773, 'street_count': 3}
Nodo: 1135732762, Data: {'y': 4.1379044, 'x': -73.5844347, 'street_count': 4}
Nodo: 1135732763, Data: {'y': 4.1397989, 'x': -73.6170006, 'street_count': 3}
Nodo: 1135732764, Data: {'y': 4.1603001, 'x': -73.650025, 'street_count': 4}
Nodo: 1135732767, Data: {'y': 4.140638, 'x': -73.626432, 'street_count': 3}
Nodo: 1135732768, Data: {'y': 4.1058028, 'x': -73.6527096, 'street_count': 3}
Nodo: 1135732770, Data: {'y': 4.1460198, 'x': -73.6339925, 'street_count': 3}
Nodo: 1135732772, Data: {'y': 4.1458639, 'x': -73.6145712, 'street_count': 3}
Nodo: 1135732777, Data: {'y': 4.156504, 'x': -73.658647, 'street_count': 3}
Nodo: 1135732779, Data: {'y': 4.1278699, 'x': -73.6289616, 'street_count': 3}
Nodo: 1135732781, Data: {'y': 4.1351846, 'x': -73.6228796, 'street_count': 3}
Nodo: 1135732782, Data: {'y': 4.098783, 'x': -73.655096, 'street_count': 3}
Nodo: 1135732784, Data: {'y': 4.1512659, 'x': -73.6183628, 'street_count': 4}
Nodo: 1135732786, Data: {'y': 4.1444614, 'x': -73.583543, 'street_count': 4}
Nodo: 1135732790, Data: {'y': 4.137248, 'x': -73.618875, 'street_count': 3}
Nodo: 1135732792, Data: {'y': 4.1571032, 'x': -73.6356125, 'street_count': 4}
Nodo: 1135732794, Data: {'y': 4.1237359, 'x': -73.6253766, 'street_count': 3}
Nodo: 1135732795, Data: {'y': 4.1008087, 'x': -73.6479914, 'street_count': 3}
Nodo: 1135732796, Data: {'y': 4.1473861, 'x': -73.6188528, 'street_count': 3}
Nodo: 1135732803, Data: {'y': 4.1285947, 'x': -73.6173036, 'street_count': 3}
Nodo: 1135732805, Data: {'y': 4.1010202, 'x': -73.6509664, 'street_count': 3}
Nodo: 1135732806, Data: {'y': 4.1332498, 'x': -73.6217451, 'street_count': 3}
Nodo: 1135732807, Data: {'y': 4.1200675, 'x': -73.6339545, 'street_count': 3}
Nodo: 1135732809, Data: {'y': 4.1329505, 'x': -73.6274106, 'street_count': 4}
Nodo: 1135732811, Data: {'y': 4.1509757, 'x': -73.6145541, 'street_count': 3}
Nodo: 1135732828, Data: {'y': 4.1427286, 'x': -73.6151372, 'street_count': 3}
Nodo: 1135732839, Data: {'y': 4.1010631, 'x': -73.6568381, 'street_count': 3}
Nodo: 1135732840, Data: {'y': 4.1416491, 'x': -73.6223774, 'street_count': 3}
Nodo: 1135732843, Data: {'y': 4.1525475, 'x': -73.6354719, 'street_count': 5}
Nodo: 1135732848, Data: {'y': 4.1348135, 'x': -73.6133765, 'street_count': 3}
Nodo: 1135732853, Data: {'y': 4.1087645, 'x': -73.6592385, 'street_count': 1}
Nodo: 1135732855, Data: {'y': 4.1517876, 'x': -73.6207701, 'street_count': 4}
Nodo: 1135732856, Data: {'y': 4.1396536, 'x': -73.5897918, 'street_count': 1}
Nodo: 1135732857, Data: {'y': 4.1261457, 'x': -73.6352956, 'street_count': 3}
Nodo: 1135732863, Data: {'y': 4.132052, 'x': -73.6096946, 'street_count': 3}
Nodo: 1135732864, Data: {'y': 4.1619547, 'x': -73.6396949, 'street_count': 3}
Nodo: 1135732865, Data: {'y': 4.1547931, 'x': -73.6299585, 'street_count': 4}
Nodo: 1135732868, Data: {'y': 4.1040558, 'x': -73.647364, 'street_count': 4}
Nodo: 1135732869, Data: {'y': 4.1458162, 'x': -73.61521, 'street_count': 3}
Nodo: 1135732870, Data: {'y': 4.1543477, 'x': -73.6137441, 'street_count': 3}
Nodo: 1135732875, Data: {'y': 4.1365923, 'x': -73.6512157, 'street_count': 3}
Nodo: 1135732877, Data: {'y': 4.1267699, 'x': -73.6162726, 'street_count': 4}
Nodo: 1135732879, Data: {'y': 4.1333958, 'x': -73.621292, 'street_count': 3}
Nodo: 1135732880, Data: {'y': 4.1468946, 'x': -73.6232452, 'street_count': 4}
Nodo: 1135732883, Data: {'y': 4.137877, 'x': -73.629476, 'street_count': 3}
Nodo: 1135732884, Data: {'y': 4.104589, 'x': -73.6584313, 'street_count': 3}
Nodo: 1135732885, Data: {'y': 4.1494797, 'x': -73.6167362, 'street_count': 4}
Nodo: 1135732887, Data: {'y': 4.1398019, 'x': -73.638937, 'street_count': 4}
Nodo: 1135732888, Data: {'y': 4.1349891, 'x': -73.5908562, 'street_count': 4}
Nodo: 1135732889, Data: {'y': 4.1384279, 'x': -73.6120089, 'street_count': 3}
Nodo: 1135732894, Data: {'y': 4.1075098, 'x': -73.6516245, 'street_count': 3}
Nodo: 1135732895, Data: {'y': 4.1480076, 'x': -73.6263966, 'street_count': 4}
Nodo: 1135732896, Data: {'y': 4.1558372, 'x': -73.6288774, 'street_count': 4}
Nodo: 1135732902, Data: {'y': 4.1356862, 'x': -73.5871837, 'street_count': 1}
Nodo: 1135732905, Data: {'y': 4.1318448, 'x': -73.6331567, 'street_count': 4}
Nodo: 1135732915, Data: {'y': 4.152424, 'x': -73.6189217, 'street_count': 4}
Nodo: 1135732938, Data: {'y': 4.1350898, 'x': -73.6081556, 'street_count': 4}
Nodo: 1135732941, Data: {'y': 4.1571266, 'x': -73.6405525, 'street_count': 3}
Nodo: 1135732944, Data: {'y': 4.1225867, 'x': -73.6264079, 'street_count': 4}
Nodo: 1135732947, Data: {'y': 4.1396255, 'x': -73.6238244, 'street_count': 3}
Nodo: 1135732949, Data: {'y': 4.1539371, 'x': -73.6210196, 'street_count': 3}
Nodo: 1135732965, Data: {'y': 4.128672, 'x': -73.635912, 'street_count': 3}
Nodo: 1135732970, Data: {'y': 4.1420734, 'x': -73.6187901, 'street_count': 4}
Nodo: 1135732972, Data: {'y': 4.125118, 'x': -73.613819, 'street_count': 3}
Nodo: 1135732979, Data: {'y': 4.1316777, 'x': -73.6118199, 'street_count': 4}
Nodo: 1135732997, Data: {'y': 4.1235512, 'x': -73.6349859, 'street_count': 4}
Nodo: 1135732999, Data: {'y': 4.0972582, 'x': -73.649439, 'street_count': 3}
Nodo: 1135733002, Data: {'y': 4.1482021, 'x': -73.6210518, 'street_count': 3}
Nodo: 1135733022, Data: {'y': 4.1312868, 'x': -73.6179106, 'street_count': 3}
Nodo: 1135733025, Data: {'y': 4.1164461, 'x': -73.5901298, 'street_count': 3}
Nodo: 1135733028, Data: {'y': 4.1427294, 'x': -73.6285555, 'street_count': 3}
Nodo: 1135733031, Data: {'y': 4.1198067, 'x': -73.6259435, 'street_count': 3}
Nodo: 1135733057, Data: {'y': 4.1375081, 'x': -73.5896746, 'street_count': 4}
Nodo: 1135733058, Data: {'y': 4.1397499, 'x': -73.6076937, 'street_count': 3}
Nodo: 1135733059, Data: {'y': 4.1593587, 'x': -73.6463287, 'street_count': 3}
Nodo: 1135733068, Data: {'y': 4.1294099, 'x': -73.6282132, 'street_count': 3}
Nodo: 1135733071, Data: {'y': 4.1058179, 'x': -73.6540334, 'street_count': 3}
Nodo: 1135733081, Data: {'y': 4.1452348, 'x': -73.6176926, 'street_count': 3}
Nodo: 1135733091, Data: {'y': 4.154428, 'x': -73.6109023, 'street_count': 3}
Nodo: 1135733099, Data: {'y': 4.125457, 'x': -73.6307997, 'street_count': 3}
Nodo: 1135733109, Data: {'y': 4.13326, 'x': -73.62464, 'street_count': 3}
Nodo: 1135733112, Data: {'y': 4.1292674, 'x': -73.6327111, 'street_count': 3}
Nodo: 1135733113, Data: {'y': 4.1450394, 'x': -73.5840316, 'street_count': 3}
Nodo: 1135733117, Data: {'y': 4.137579, 'x': -73.6460474, 'street_count': 3}
Nodo: 1135733125, Data: {'y': 4.1589334, 'x': -73.6400965, 'street_count': 4}
Nodo: 1135733126, Data: {'y': 4.136668, 'x': -73.614905, 'street_count': 4}
Nodo: 1135733127, Data: {'y': 4.1206009, 'x': -73.6218098, 'street_count': 4}
Nodo: 1135733130, Data: {'y': 4.1581314, 'x': -73.6350543, 'street_count': 4}
Nodo: 1135733132, Data: {'y': 4.1468743, 'x': -73.6185704, 'street_count': 3}
Nodo: 1135733135, Data: {'y': 4.1075994, 'x': -73.6589178, 'street_count': 3}
Nodo: 1135733145, Data: {'y': 4.1406366, 'x': -73.5855015, 'street_count': 4}
Nodo: 1135733154, Data: {'y': 4.1299055, 'x': -73.6162469, 'street_count': 3}
Nodo: 1135733159, Data: {'y': 4.132177, 'x': -73.6205322, 'street_count': 3}
Nodo: 1135733187, Data: {'y': 4.1329951, 'x': -73.6283753, 'street_count': 3}
Nodo: 1135733189, Data: {'y': 4.1048859, 'x': -73.662884, 'street_count': 3}
Nodo: 1135733192, Data: {'y': 4.1471055, 'x': -73.6163191, 'street_count': 4}
Nodo: 1135733227, Data: {'y': 4.1188617, 'x': -73.5978515, 'street_count': 3}
Nodo: 1135733231, Data: {'y': 4.147636, 'x': -73.6283474, 'street_count': 3}
Nodo: 1135733244, Data: {'y': 4.1442807, 'x': -73.6109158, 'street_count': 4}
Nodo: 1135733250, Data: {'y': 4.1595603, 'x': -73.6507156, 'street_count': 3}
Nodo: 1135733252, Data: {'y': 4.1402261, 'x': -73.6150934, 'street_count': 3}
Nodo: 1135733260, Data: {'y': 4.1294299, 'x': -73.6299766, 'street_count': 3}
Nodo: 1135733262, Data: {'y': 4.1404854, 'x': -73.6244179, 'street_count': 3}
Nodo: 1135733265, Data: {'y': 4.1014276, 'x': -73.6561921, 'street_count': 3}
Nodo: 1135733272, Data: {'y': 4.152755, 'x': -73.640267, 'street_count': 3}
Nodo: 1135733276, Data: {'y': 4.1520725, 'x': -73.6132291, 'street_count': 4}
Nodo: 1135733281, Data: {'y': 4.1388109, 'x': -73.6496181, 'street_count': 3}
Nodo: 1135733284, Data: {'y': 4.131454, 'x': -73.5876314, 'street_count': 4}
Nodo: 1135733288, Data: {'y': 4.126595, 'x': -73.6287466, 'street_count': 4}
Nodo: 1135733300, Data: {'y': 4.152118, 'x': -73.620699, 'street_count': 3}
Nodo: 1135733302, Data: {'y': 4.1272523, 'x': -73.6344726, 'street_count': 4}
Nodo: 1135733303, Data: {'y': 4.1390431, 'x': -73.588796, 'street_count': 3}
Nodo: 1135733306, Data: {'y': 4.1411768, 'x': -73.6136077, 'street_count': 3}
Nodo: 1135733316, Data: {'y': 4.1601816, 'x': -73.645381, 'street_count': 4}
Nodo: 1135733318, Data: {'y': 4.131651, 'x': -73.608133, 'street_count': 3}
Nodo: 1135733323, Data: {'y': 4.1224718, 'x': -73.6341288, 'street_count': 4}
Nodo: 1135733330, Data: {'y': 4.1056332, 'x': -73.648506, 'street_count': 3}
Nodo: 1135733331, Data: {'y': 4.146531, 'x': -73.610351, 'street_count': 3}
Nodo: 1135733339, Data: {'y': 4.130003, 'x': -73.591103, 'street_count': 4}
Nodo: 1135733342, Data: {'y': 4.147004, 'x': -73.639832, 'street_count': 4}
Nodo: 1135733344, Data: {'y': 4.1460527, 'x': -73.6082048, 'street_count': 3}
Nodo: 1135733345, Data: {'y': 4.1296268, 'x': -73.6185092, 'street_count': 4}
Nodo: 1135733347, Data: {'y': 4.131834, 'x': -73.6052378, 'street_count': 4}
Nodo: 1135733349, Data: {'y': 4.1146045, 'x': -73.5840708, 'street_count': 3}
Nodo: 1135733352, Data: {'y': 4.1463363, 'x': -73.6242999, 'street_count': 3}
Nodo: 1135733360, Data: {'y': 4.135751, 'x': -73.633834, 'street_count': 4}
Nodo: 1135733362, Data: {'y': 4.1058883, 'x': -73.6576127, 'street_count': 1}
Nodo: 1135733364, Data: {'y': 4.1525251, 'x': -73.6165642, 'street_count': 3}
Nodo: 1135733369, Data: {'y': 4.1355238, 'x': -73.6387562, 'street_count': 3}
Nodo: 1135733372, Data: {'y': 4.1372341, 'x': -73.5920688, 'street_count': 1}
Nodo: 1135733375, Data: {'y': 4.1388182, 'x': -73.6087163, 'street_count': 3}
Nodo: 1135733378, Data: {'y': 4.1429467, 'x': -73.6506855, 'street_count': 3}
Nodo: 1135733380, Data: {'y': 4.1231558, 'x': -73.6249782, 'street_count': 3}
Nodo: 1135733387, Data: {'y': 4.1431059, 'x': -73.6218871, 'street_count': 1}
Nodo: 1135733401, Data: {'y': 4.1535305, 'x': -73.6117284, 'street_count': 3}
Nodo: 1135733402, Data: {'y': 4.1404109, 'x': -73.6371936, 'street_count': 4}
Nodo: 1135733419, Data: {'y': 4.1399243, 'x': -73.633773, 'street_count': 3}
Nodo: 1135733424, Data: {'y': 4.153814, 'x': -73.6184353, 'street_count': 3}
Nodo: 1135733428, Data: {'y': 4.1523714, 'x': -73.5940956, 'street_count': 3}
Nodo: 1135733429, Data: {'y': 4.1470849, 'x': -73.6447028, 'street_count': 3}
Nodo: 1135733438, Data: {'y': 4.1408047, 'x': -73.6399969, 'street_count': 3}
Nodo: 1135733440, Data: {'y': 4.135428, 'x': -73.608793, 'street_count': 3}
Nodo: 1135733443, Data: {'y': 4.1211823, 'x': -73.6249107, 'street_count': 1}
Nodo: 1135733444, Data: {'y': 4.1390832, 'x': -73.6244535, 'street_count': 4}
Nodo: 1135733446, Data: {'y': 4.1485818, 'x': -73.6222894, 'street_count': 3}
Nodo: 1135733448, Data: {'y': 4.1461068, 'x': -73.6375727, 'street_count': 4}
Nodo: 1135733450, Data: {'y': 4.1415921, 'x': -73.6135939, 'street_count': 4}
Nodo: 1135733453, Data: {'y': 4.1259907, 'x': -73.6150649, 'street_count': 3}
Nodo: 1135733454, Data: {'y': 4.1337177, 'x': -73.6135016, 'street_count': 3}
Nodo: 1135733455, Data: {'y': 4.102674, 'x': -73.6493155, 'street_count': 3}
Nodo: 1135733458, Data: {'y': 4.1512435, 'x': -73.6288775, 'street_count': 3}
Nodo: 1135733459, Data: {'y': 4.13424, 'x': -73.628892, 'street_count': 3}
Nodo: 1135733460, Data: {'y': 4.1058303, 'x': -73.6474152, 'street_count': 4}
Nodo: 1135733463, Data: {'y': 4.132387, 'x': -73.5882068, 'street_count': 3}
Nodo: 1135733465, Data: {'y': 4.1425235, 'x': -73.6101711, 'street_count': 3}
Nodo: 1135733466, Data: {'y': 4.1414107, 'x': -73.6487754, 'street_count': 3}
Nodo: 1135733470, Data: {'y': 4.1185617, 'x': -73.5892846, 'street_count': 3}
Nodo: 1135733471, Data: {'y': 4.1473808, 'x': -73.6254882, 'street_count': 3}
Nodo: 1135733482, Data: {'y': 4.119043, 'x': -73.622708, 'street_count': 3}
Nodo: 1135733485, Data: {'y': 4.146361, 'x': -73.6101861, 'street_count': 3}
Nodo: 1135733486, Data: {'y': 4.1482711, 'x': -73.6054936, 'street_count': 3}
Nodo: 1135733490, Data: {'y': 4.1402786, 'x': -73.5839042, 'street_count': 4}
Nodo: 1135733491, Data: {'y': 4.139796, 'x': -73.6083488, 'street_count': 3}
Nodo: 1135733496, Data: {'y': 4.1606417, 'x': -73.6475944, 'street_count': 3}
Nodo: 1135733501, Data: {'y': 4.143681, 'x': -73.625557, 'street_count': 1}
Nodo: 1135733523, Data: {'y': 4.1490958, 'x': -73.613004, 'street_count': 1}
Nodo: 1135733531, Data: {'y': 4.1567995, 'x': -73.6549163, 'street_count': 3}
Nodo: 1135733532, Data: {'y': 4.133602, 'x': -73.6109741, 'street_count': 3}
Nodo: 1135733533, Data: {'y': 4.1214566, 'x': -73.6300379, 'street_count': 3}
Nodo: 1135733537, Data: {'y': 4.133803, 'x': -73.624746, 'street_count': 1}
Nodo: 1135733554, Data: {'y': 4.1543129, 'x': -73.6182395, 'street_count': 3}
Nodo: 1135733557, Data: {'y': 4.1380695, 'x': -73.5872496, 'street_count': 4}
Nodo: 1135733563, Data: {'y': 4.1478169, 'x': -73.6428076, 'street_count': 3}
Nodo: 1135733576, Data: {'y': 4.1366255, 'x': -73.6121136, 'street_count': 4}
Nodo: 1135733580, Data: {'y': 4.1601187, 'x': -73.6415141, 'street_count': 4}
Nodo: 1135733583, Data: {'y': 4.1570768, 'x': -73.6337558, 'street_count': 4}
Nodo: 1135733589, Data: {'y': 4.09941, 'x': -73.6501858, 'street_count': 3}
Nodo: 1135733615, Data: {'y': 4.1471981, 'x': -73.6410498, 'street_count': 3}
Nodo: 1135733619, Data: {'y': 4.1504879, 'x': -73.5837643, 'street_count': 1}
Nodo: 1135733630, Data: {'y': 4.128292, 'x': -73.616696, 'street_count': 3}
Nodo: 1135733635, Data: {'y': 4.1323582, 'x': -73.6187166, 'street_count': 3}
Nodo: 1135733668, Data: {'y': 4.139418, 'x': -73.630584, 'street_count': 3}
Nodo: 1135733677, Data: {'y': 4.149329, 'x': -73.6208, 'street_count': 4}
Nodo: 1135733678, Data: {'y': 4.1496801, 'x': -73.6401946, 'street_count': 3}
Nodo: 1135733712, Data: {'y': 4.1368458, 'x': -73.6190384, 'street_count': 4}
Nodo: 1135733718, Data: {'y': 4.1207182, 'x': -73.5965934, 'street_count': 3}
Nodo: 1135733754, Data: {'y': 4.143288, 'x': -73.613826, 'street_count': 1}
Nodo: 1135733772, Data: {'y': 4.1592436, 'x': -73.6525025, 'street_count': 3}
Nodo: 1135733793, Data: {'y': 4.1001282, 'x': -73.6593469, 'street_count': 3}
Nodo: 1135733794, Data: {'y': 4.1424619, 'x': -73.6235601, 'street_count': 3}
Nodo: 1135733832, Data: {'y': 4.13557, 'x': -73.6105085, 'street_count': 3}
Nodo: 1135733840, Data: {'y': 4.1349965, 'x': -73.6244195, 'street_count': 4}
Nodo: 1135733866, Data: {'y': 4.1497909, 'x': -73.6228568, 'street_count': 4}
Nodo: 1135733868, Data: {'y': 4.145476, 'x': -73.586094, 'street_count': 3}
Nodo: 1135733870, Data: {'y': 4.1261606, 'x': -73.6326677, 'street_count': 3}
Nodo: 1135733880, Data: {'y': 4.130796, 'x': -73.608649, 'street_count': 4}
Nodo: 1135733891, Data: {'y': 4.1544482, 'x': -73.6311799, 'street_count': 4}
Nodo: 1135733902, Data: {'y': 4.1065753, 'x': -73.6476846, 'street_count': 3}
Nodo: 1135733915, Data: {'y': 4.1317813, 'x': -73.5901854, 'street_count': 4}
Nodo: 1135733926, Data: {'y': 4.1279215, 'x': -73.6197433, 'street_count': 3}
Nodo: 1135733929, Data: {'y': 4.116841, 'x': -73.5852472, 'street_count': 4}
Nodo: 1135733931, Data: {'y': 4.1356282, 'x': -73.6195488, 'street_count': 3}
Nodo: 1135733935, Data: {'y': 4.1183971, 'x': -73.6265329, 'street_count': 4}
Nodo: 1135733938, Data: {'y': 4.1490595, 'x': -73.6286166, 'highway': 'traffic_signals', 'street_count': 4}
Nodo: 1135733942, Data: {'y': 4.1461289, 'x': -73.6091827, 'street_count': 3}
Nodo: 1135733950, Data: {'y': 4.1531268, 'x': -73.6155918, 'street_count': 4}
Nodo: 1135733955, Data: {'y': 4.1382291, 'x': -73.5828025, 'street_count': 3}
Nodo: 1135733958, Data: {'y': 4.138496, 'x': -73.609906, 'street_count': 3}
Nodo: 1135733965, Data: {'y': 4.1414258, 'x': -73.6210553, 'street_count': 3}
Nodo: 1135733966, Data: {'y': 4.1046517, 'x': -73.6490085, 'street_count': 3}
Nodo: 1135733987, Data: {'y': 4.1432404, 'x': -73.6441773, 'street_count': 3}
Nodo: 1135733990, Data: {'y': 4.1599775, 'x': -73.6556289, 'street_count': 3}
Nodo: 1135734006, Data: {'y': 4.1411201, 'x': -73.6318889, 'street_count': 4}
Nodo: 1135734009, Data: {'y': 4.1001485, 'x': -73.6526904, 'street_count': 3}
Nodo: 1135734012, Data: {'y': 4.149832, 'x': -73.6198099, 'street_count': 3}
Nodo: 1135734016, Data: {'y': 4.1465255, 'x': -73.6458585, 'street_count': 3}
Nodo: 1135734023, Data: {'y': 4.1381835, 'x': -73.6375216, 'street_count': 3}
Nodo: 1135734028, Data: {'y': 4.1374087, 'x': -73.6152951, 'street_count': 3}
Nodo: 1135734032, Data: {'y': 4.1562008, 'x': -73.6327177, 'street_count': 4}
Nodo: 1135734037, Data: {'y': 4.1245592, 'x': -73.6284533, 'street_count': 1}
Nodo: 1135734045, Data: {'y': 4.099805, 'x': -73.6475796, 'street_count': 4}
Nodo: 1135734053, Data: {'y': 4.149972, 'x': -73.625958, 'street_count': 3}
Nodo: 1135734061, Data: {'y': 4.148194, 'x': -73.641303, 'street_count': 3}
Nodo: 1135734073, Data: {'y': 4.1263794, 'x': -73.6139593, 'street_count': 3}
